 TX_COON_CRK               SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc
   366    12    31  1988      30      30  hru30                  1.146    3469.844       0.000    4681.364      10.258      30.100       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      31      31  hru31                  1.150    3489.309       0.000    4690.605      10.236      29.785       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      32      32  hru32                  1.164    3577.019       0.000    4707.916      10.194      28.232       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      33      33  hru33                  1.165    3583.381       0.000    4708.970      10.191      28.119       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      34      34  hru34                  1.161    3560.623       0.000    4701.899      10.199      28.522       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      35      35  hru35                  1.148    3486.103       0.000    4690.083      10.238      29.827       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      36      36  hru36                  1.222    4547.466       0.000    4911.454      10.190       6.704       0.000     153.521       0.000       0.000       0.026       0.990       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      37      37  hru37                  1.223    4602.297       0.000    4922.348      10.219       5.174       0.000     153.521       0.000       0.000       0.026       1.456       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      38      38  hru38                  1.220    4490.317       0.000    4901.527      10.170       7.930       0.000     153.521       0.000       0.000       0.026       0.629       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      39      39  hru39                  1.223    4559.870       0.000    4913.737      10.194       6.412       0.000     153.521       0.000       0.000       0.026       1.085       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      40      40  hru40                  1.221    4507.286       0.000    4904.324      10.176       7.621       0.000     153.521       0.000       0.000       0.026       0.731       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      41      41  hru41                  1.222    4549.479       0.000    4911.849      10.191       6.645       0.000     153.521       0.000       0.000       0.026       0.978       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      42      42  hru42                  1.223    4560.650       0.000    4913.814      10.195       6.415       0.000     153.521       0.000       0.000       0.026       1.126       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      43      43  hru43                  1.223    4598.329       0.000    4921.497      10.214       5.331       0.000     153.521       0.000       0.000       0.026       1.416       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      44      44  hru44                  1.223    4601.262       0.000    4922.125      10.218       5.229       0.000     153.521       0.000       0.000       0.026       1.452       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      45      45  hru45                  1.223    4583.154       0.000    4918.018      10.205       5.863       0.000     153.521       0.000       0.000       0.026       1.268       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      46      46  hru46                  1.221    4527.777       0.000    4908.081      10.183       7.085       0.000     153.521       0.000       0.000       0.026       0.875       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      47      47  hru47                  1.222    4546.312       0.000    4911.212      10.190       6.777       0.000     153.521       0.000       0.000       0.026       0.951       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      48      48  hru48                  1.221    4499.958       0.000    4903.220      10.173       7.673       0.000     153.521       0.000       0.000       0.026       0.700       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      49      49  hru49                  1.221    4524.154       0.000    4907.434      10.181       7.174       0.000     153.521       0.000       0.000       0.026       0.839       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      50      50  hru50                  1.223    4558.369       0.000    4913.409      10.194       6.464       0.000     153.521       0.000       0.000       0.026       1.102       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      51      51  hru51                  1.223    4614.430       0.000    4925.035      10.237       4.183       0.000     153.521       0.000       0.000       0.026       1.850       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      52      52  hru52                  1.223    4614.433       0.000    4925.069      10.234       4.235       0.000     153.521       0.000       0.000       0.026       1.756       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      53      53  hru53                  1.223    4580.800       0.000    4917.490      10.203       5.945       0.000     153.521       0.000       0.000       0.026       1.220       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      54      54  hru54                  1.222    4549.997       0.000    4912.160      10.190       6.585       0.000     153.521       0.000       0.000       0.026       0.980       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      55      55  hru55                  1.221    4519.255       0.000    4906.664      10.180       7.258       0.000     153.521       0.000       0.000       0.026       0.788       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      56      56  hru56                  1.151    3491.574       0.000    4690.963      10.236      29.755       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      57      57  hru57                  1.157    3533.172       0.000    4697.420      10.216      29.017       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      58      58  hru58                  1.139    3416.218       0.000    4670.214      10.328      31.090       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      59      59  hru59                  1.159    3553.537       0.000    4700.662      10.208      28.638       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      60      60  hru60                  1.152    3494.679       0.000    4691.454      10.234      29.709       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      61      61  hru61                  1.156    3523.745       0.000    4696.012      10.214      29.178       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      62      62  hru62                  1.153    3502.314       0.000    4692.642      10.227      29.546       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
