 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2003      40       0  sub_071200020703       0.000       0.000      -0.693       0.673     100.908      18.608            0.311            0.008           58.992            1.225            4.657           45.925           13.106            5.397            1.734
   365    12    31  2003      41       0  sub_071200020704       0.000       0.000      -1.143       1.302      97.859      18.178            0.300            0.537           88.229            1.194            6.956           55.704           19.273            5.514            1.907
   365    12    31  2003      42       0  sub_071200020705       0.000       0.000       0.762       3.777      93.375      17.745            0.290            6.801          309.150            4.100           24.025           66.872           17.825           11.057            3.923
   365    12    31  2003      43       0  sub_071200020706       0.000       0.000      -3.589      -1.144      90.341      17.398            0.367            0.000          132.672            2.147           10.419           47.577           18.466           10.798            3.405
   365    12    31  2003      44       0  sub_071200020707       0.000       0.000      -3.793       0.144      78.306      14.593            0.305            2.481          294.446            4.619           22.902           52.129           13.907           10.663            3.248
   365    12    31  2003      45       0  sub_071200020708       0.000       0.000       0.227       5.770      84.261      17.023            0.404            2.720          207.586            2.994           16.166           51.060           15.280           11.098            3.521
   365    12    31  2003      46       0  sub_071200020709       0.000       0.000      -0.727       0.397     109.283      19.887            0.276            0.019           74.960            1.473            5.889           55.679           15.536            5.526            1.661
   365    12    31  2003      47       0  sub_071200020710       0.000       0.000      -1.379      -0.691      86.658      17.239            0.088            0.000          154.040            2.833           12.008           30.427            7.937           10.801            3.274
   365    12    31  2003      48       0  sub_071200020711       0.000       0.000       0.418       2.299      99.914      16.708            0.197            0.028          419.740            5.368           32.574          120.517           22.328           11.149            3.402
   365    12    31  2003      49       0  sub_071200020801       0.000       0.000      -1.758      -0.835      87.125      15.694            0.358            0.000          320.265            4.552           24.869           47.908           14.018           10.869            3.361
   365    12    31  2003      50       0  sub_071200020802       0.000       0.000      -0.275       1.084      81.740      16.113            0.364            0.001           58.521            1.243            4.610           35.502           13.179            5.511            1.718
   365    12    31  2003      51       0  sub_071200020803       0.000       0.000      -3.456      -1.126      83.378      15.508            0.279            0.005           85.957            1.650            6.754           41.989           11.117           10.853            3.330
   365    12    31  2003      52       0  sub_071200020804       0.000       0.000      -1.368       2.190      85.622      17.012            0.353            0.003          149.756            2.822           11.693           38.267           13.413           10.956            3.321
   365    12    31  2003      53       0  sub_071200020805       0.000       0.000       0.602       4.577      79.957      14.304            0.304            0.169          376.168            5.314           29.237           79.277           18.235           10.946            3.327
   365    12    31  2003      54       0  sub_071200020806       0.000       0.000      -2.366       2.852      92.251      17.824            0.362            0.715          184.772            2.376           14.426           60.542           17.703           10.911            3.517
   365    12    31  2003      55       0  sub_071200020807       0.000       0.000       0.222       2.204      96.770      18.030            0.266            1.971          187.666            3.300           14.625           45.332            9.546           10.947            3.293
   365    12    31  2003      56       0  sub_071200020808       0.000       0.000      -0.563       3.760      88.523      15.943            0.292            0.442          253.575            3.281           19.727           52.410           18.047           11.081            3.468
   365    12    31  2003      57       0  sub_071200020901       0.000       0.000      -1.516       1.358      77.646      15.292            0.323            0.360           88.060            1.215            6.950           49.753           18.032            5.707            1.845
   365    12    31  2003      58       0  sub_071200020902       0.000       0.000      -3.341       0.782      87.583      17.318            0.320            0.344          228.279            2.851           17.781           57.359           20.019           11.351            3.747
   365    12    31  2003      59       0  sub_071200021001       0.000       0.000       3.817       4.838      94.494      16.184            0.218            0.576          474.692            5.372           36.840          104.053           20.966           11.206            3.565
   365    12    31  2003      60       0  sub_071200021002       0.000       0.000      -3.911       0.235     107.413      18.519            0.199            0.412          108.677            1.818            8.519           60.947           13.293           11.193            3.495
   365    12    31  2003      61       0  sub_071200021101       0.000       0.000      -4.226      -2.149     100.618      18.163            0.259            0.116           86.053            1.537            6.761           54.849           14.116           11.377            3.333
   365    12    31  2003      62       0  sub_071200021102       0.000       0.000      -2.779       0.094      99.129      18.170            0.272            0.312          107.253            1.928            8.406           54.668           12.791           10.974            3.308
   365    12    31  2003      63       0  sub_071200021201       0.000       0.000      -0.995       0.344      77.816      15.634            0.399            0.016           71.166            1.475            5.606           43.206           14.535            5.664            1.671
   365    12    31  2003      64       0  sub_071200021202       0.000       0.000      -3.859      -1.616      92.359      17.749            0.359            0.330           91.382            1.599            7.196           50.909           17.048           11.395            3.458
   365    12    31  2003      65       0  sub_071200021301       0.000       0.000      -1.107      -0.709     109.489      17.961            0.127            5.842          331.217            4.966           25.719           76.594           10.902           11.931            4.076
   365    12    31  2003      66       0  sub_071200021302       0.000       0.000      -4.691      -1.283     105.134      17.691            0.179            0.351          128.017            2.237           10.011           56.424           12.521           11.903            4.060
   365    12    31  2003      67       0  sub_071200021303       0.000       0.000      -1.939       1.997      84.929      13.653            0.202            0.426          103.701            1.665            8.122           63.528           13.210           11.933            3.871
   365    12    31  2003      68       0  sub_071200021304       0.000       0.000      -3.941      -2.032      52.273       6.636            0.063            3.096           95.715            1.548            7.549           53.808           12.981           11.934            3.525
   365    12    31  2003      69       0  sub_071200021305       0.000       0.000      -1.364      -0.371     103.387      18.459            0.221            0.181           70.498            1.335            5.542           59.308           15.706            5.992            1.725
   365    12    31  2003      70       0  sub_071200021306       0.000       0.000      -4.347      -1.682      96.913      13.989            0.041            1.071           67.507            1.192            5.317           55.282           11.713           12.046            3.254
   365    12    31  2003      71       0  sub_071200021307       0.000       0.000      -4.681      -1.229     108.277      18.737            0.150            1.608           82.558            1.528            6.458           48.934           10.115           11.600            3.286
   365    12    31  2003      72       0  sub_071200021308       0.000       0.000      -1.755       1.947      92.111      16.060            0.238            0.380          378.078            5.223           29.343           92.272           13.922           11.661            3.399
   365    12    31  2003      73       0  sub_071200021401       0.000       0.000      -4.383       1.798     101.486      17.976            0.287            0.279          128.859            2.356           10.075           49.751           13.866           12.688            3.352
   365    12    31  2003      74       0  sub_071200021402       0.000       0.000      -1.653       0.106      91.032      16.795            0.321            0.101          113.594            2.167            8.903           46.352           17.248           12.132            3.326
