 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
   jday   mon   day    yr   unit  gis_id  name                       flo          dep_wt            stor          rchrg           seep          revap         no3_st           minp           orgn           orgp         rchrgn          nloss          no3gw        seepno3        flo_cha        flo_res         flo_ls
                                                                       mm              m              mm             mm             mm             mm        kg/ha_N            kg        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_N        kg/ha_N             kg            m^3            m^3            m^3
   365    12    31  2002      74       1  aq_071200021402           0.000          4.999          0.003          6.161          1.491          4.670          0.000          0.000          0.000          0.000          0.004          0.000          0.000          0.004          0.000          0.000          0.000
   365    12    31  2003       1       1  aq_071200020101         673.099          2.879         16.818       1026.365         11.466        407.349          0.287          0.000          0.000          0.000          4.166          0.000          3.962          0.073          0.000          0.000          0.000
   365    12    31  2003       2       1  aq_071200020102          54.050          4.103          3.276        265.780         11.669        208.935          0.196          0.000          0.000          0.000          0.635          0.000          0.278          0.381          0.000          0.000          0.000
   365    12    31  2003       3       1  aq_071200020103           0.000          4.999          0.002         81.238         12.641         68.596          0.158          0.000          0.000          0.000          0.202          0.000          0.000          0.146          0.000          0.000          0.000
   365    12    31  2003       4       1  aq_071200020201           0.000          5.000          0.001         43.677          9.152         34.526          0.071          0.000          0.000          0.000          0.086          0.000          0.000          0.066          0.000          0.000          0.000
   365    12    31  2003       5       1  aq_071200020202           0.000          4.933          0.200        151.657         18.248        128.250          0.163          0.000          0.000          0.000          0.404          0.000          0.000          0.406          0.000          0.000          0.000
   365    12    31  2003       6       1  aq_071200020203           0.000          5.000          0.000         25.414         11.616         13.806          0.078          0.000          0.000          0.000          0.110          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003       7       1  aq_071200020204           0.000          5.000          0.000          0.000          0.000          0.000          0.007          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003       8       1  aq_071200020205           0.000          5.000          0.001         21.203          8.239         12.963          0.054          0.000          0.000          0.000          0.059          0.000          0.000          0.033          0.000          0.000          0.000
   365    12    31  2003       9       1  aq_071200020206          27.030          4.523          1.774        169.421         14.181        119.479          0.068          0.000          0.000          0.000          0.281          0.000          0.142          0.032          0.000          0.000          0.000
   365    12    31  2003      10       1  aq_071200020301           0.509          4.874          0.385         69.814         13.049         56.256          0.279          0.000          0.000          0.000          0.259          0.000          0.014          0.085          0.000          0.000          0.000
   365    12    31  2003      11       1  aq_071200020302           0.000          4.998          0.005         74.341         10.643         63.699          0.108          0.000          0.000          0.000          0.205          0.000          0.000          0.057          0.000          0.000          0.000
   365    12    31  2003      12       1  aq_071200020303           4.544          4.460          1.710        105.982         10.571         88.183          0.094          0.000          0.000          0.000          0.183          0.000          0.040          0.076          0.000          0.000          0.000
   365    12    31  2003      13       1  aq_071200020304           0.000          4.997          0.008         26.224         11.037         15.187          0.091          0.000          0.000          0.000          0.147          0.000          0.000          0.143          0.000          0.000          0.000
   365    12    31  2003      14       1  aq_071200020305           0.000          4.940          0.180        104.931         15.933         87.460          0.168          0.000          0.000          0.000          0.513          0.000          0.000          0.399          0.000          0.000          0.000
   365    12    31  2003      15       1  aq_071200020401           0.000          4.976          0.072         50.231         11.608         40.102          0.086          0.000          0.000          0.000          0.098          0.000          0.000          0.055          0.000          0.000          0.000
   365    12    31  2003      16       1  aq_071200020402           0.000          4.975          0.076         43.275          5.585         37.690          0.286          0.000          0.000          0.000          0.428          0.000          0.000          0.028          0.000          0.000          0.000
   365    12    31  2003      17       1  aq_071200020403           0.000          4.989          0.034         16.486          1.466         15.020          0.010          0.000          0.000          0.000          0.027          0.000          0.000          0.015          0.000          0.000          0.000
   365    12    31  2003      18       1  aq_071200020404           0.000          5.000          0.001         15.096          3.167         11.929          0.421          0.000          0.000          0.000          0.131          0.000          0.000          0.563          0.000          0.000          0.000
   365    12    31  2003      19       1  aq_071200020405           2.826          4.669          0.993         67.320          4.819         59.675          0.222          0.000          0.000          0.000          0.377          0.000          0.068          0.439          0.000          0.000          0.000
   365    12    31  2003      20       1  aq_071200020501           0.190          4.924          0.228         43.170          3.366         39.208          0.042          0.000          0.000          0.000          0.062          0.000          0.001          0.065          0.000          0.000          0.000
   365    12    31  2003      21       1  aq_071200020502           0.000          4.995          0.014         33.381          4.706         28.675          0.049          0.000          0.000          0.000          0.072          0.000          0.000          0.033          0.000          0.000          0.000
   365    12    31  2003      22       1  aq_071200020503           0.000          4.998          0.007          3.895          0.306          3.590          0.090          0.000          0.000          0.000          0.007          0.000          0.000          0.012          0.000          0.000          0.000
   365    12    31  2003      23       1  aq_071200020504           0.000          5.000          0.000          1.244          1.100          0.144          0.002          0.000          0.000          0.000          0.005          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      24       1  aq_071200020505           0.000          5.000          0.000         27.603         16.078         11.524          0.223          0.000          0.000          0.000          0.285          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      25       1  aq_071200020506           0.000          5.000          0.000          0.454          0.439          0.015          0.037          0.000          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      26       1  aq_071200020507          13.005          4.663          1.331        129.781          8.293        108.483          0.085          0.000          0.000          0.000          0.184          0.000          0.057          0.023          0.000          0.000          0.000
   365    12    31  2003      27       1  aq_071200020508           0.000          4.978          0.067        225.076         17.155        207.921          0.306          0.000          0.000          0.000          0.598          0.000          0.000          0.863          0.000          0.000          0.000
   365    12    31  2003      28       1  aq_071200020601           0.000          5.000          0.000          0.054          0.054          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      29       1  aq_071200020602           0.000          5.000          0.000          0.074          0.074          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      30       1  aq_071200020603           0.000          5.000          0.000          0.041          0.041          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      31       1  aq_071200020604           0.000          4.998          0.005         36.338         10.411         25.927          0.069          0.000          0.000          0.000          0.111          0.000          0.000          0.153          0.000          0.000          0.000
   365    12    31  2003      32       1  aq_071200020605           0.000          5.000          0.000          1.187          1.187          0.000          0.014          0.000          0.000          0.000          0.006          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      33       1  aq_071200020606           0.000          5.000          0.000          0.003          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      34       1  aq_071200020607           0.000          5.000          0.001         23.049          6.934         16.669          0.041          0.000          0.000          0.000          0.059          0.000          0.000          0.001          0.000          0.000          0.000
   365    12    31  2003      35       1  aq_071200020608           0.000          5.000          0.000          0.000          0.000          0.000          0.020          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      36       1  aq_071200020609           0.000          5.000          0.000         15.486          8.219          7.266          0.020          0.000          0.000          0.000          0.038          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      37       1  aq_071200020610           0.000          5.000          0.000         61.550         13.981         47.569          0.977          0.000          0.000          0.000          0.667          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      38       1  aq_071200020701           0.000          5.000          0.000          0.797          0.797          0.000          0.002          0.000          0.000          0.000          0.003          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      39       1  aq_071200020702           0.000          5.000          0.000          1.324          0.800          0.524          0.001          0.000          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      40       1  aq_071200020703           0.000          5.000          0.000          3.600          1.466          2.134          0.055          0.000          0.000          0.000          0.021          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      41       1  aq_071200020704           0.000          5.000          0.000         23.557         14.499          9.058          0.061          0.000          0.000          0.000          0.090          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      42       1  aq_071200020705           0.000          4.999          0.004         29.830         11.711         18.120          0.058          0.000          0.000          0.000          0.094          0.000          0.000          0.012          0.000          0.000          0.000
   365    12    31  2003      43       1  aq_071200020706           0.000          5.000          0.000         19.545          1.133         18.412          0.041          0.000          0.000          0.000          0.022          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      44       1  aq_071200020707           0.000          4.995          0.014        217.152          6.556        210.596          0.813          0.000          0.000          0.000          1.212          0.000          0.000          0.153          0.000          0.000          0.000
   365    12    31  2003      45       1  aq_071200020708           0.000          4.996          0.013        135.280         14.158        121.427          0.135          0.000          0.000          0.000          0.379          0.000          0.000          0.155          0.000          0.000          0.000
   365    12    31  2003      46       1  aq_071200020709           0.000          5.000          0.000          3.468          2.608          0.861          0.017          0.000          0.000          0.000          0.008          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      47       1  aq_071200020710           0.000          5.000          0.000          0.000          0.000          0.000          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      48       1  aq_071200020711           0.390          4.921          0.236        106.978         12.357         82.724          1.451          0.000          0.000          0.000          1.230          0.000          0.018          1.849          0.000          0.000          0.000
   365    12    31  2003      49       1  aq_071200020801           0.000          5.000          0.000          7.393          1.350          6.043          0.053          0.000          0.000          0.000          0.085          0.000          0.000          0.009          0.000          0.000          0.000
   365    12    31  2003      50       1  aq_071200020802           0.000          5.000          0.000          2.184          2.167          0.016          0.004          0.000          0.000          0.000          0.006          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      51       1  aq_071200020803           0.000          5.000          0.000          5.086          1.005          4.082          0.011          0.000          0.000          0.000          0.012          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      52       1  aq_071200020804           0.000          5.000          0.000          4.107          3.981          0.126          0.005          0.000          0.000          0.000          0.008          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      53       1  aq_071200020805           0.000          4.985          0.046        271.885         18.223        253.662          1.133          0.000          0.000          0.000          2.663          0.000          0.000          0.565          0.000          0.000          0.000
   365    12    31  2003      54       1  aq_071200020806           0.000          5.000          0.000         48.022         17.300         30.723          0.123          0.000          0.000          0.000          0.153          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      55       1  aq_071200020807           0.000          5.000          0.001         35.815         10.430         25.384          0.059          0.000          0.000          0.000          0.088          0.000          0.000          0.058          0.000          0.000          0.000
   365    12    31  2003      56       1  aq_071200020808           0.000          4.997          0.009        232.118         15.891        216.227          0.673          0.000          0.000          0.000          1.443          0.000          0.000          0.669          0.000          0.000          0.000
   365    12    31  2003      57       1  aq_071200020901           0.000          5.000          0.000         11.257          9.566          1.691          0.013          0.000          0.000          0.000          0.038          0.000          0.000          0.034          0.000          0.000          0.000
   365    12    31  2003      58       1  aq_071200020902           0.000          5.000          0.000         33.959         15.150         18.809          0.037          0.000          0.000          0.000          0.098          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      59       1  aq_071200021001          42.702          4.218          2.346        328.630         18.250        280.739          1.521          0.000          0.000          0.000          3.949          0.000          0.869          2.604          0.000          0.000          0.000
   365    12    31  2003      60       1  aq_071200021002          41.056          4.632          1.900        274.804         11.069        222.678          0.236          0.000          0.000          0.000          0.578          0.000          0.157          0.043          0.000          0.000          0.000
   365    12    31  2003      61       1  aq_071200021101           0.000          5.000          0.000         27.768         11.698         16.070          0.026          0.000          0.000          0.000          0.044          0.000          0.000          0.009          0.000          0.000          0.000
   365    12    31  2003      62       1  aq_071200021102           0.014          4.893          0.321         92.646          9.135         83.497          0.076          0.000          0.000          0.000          0.116          0.000          0.000          0.017          0.000          0.000          0.000
   365    12    31  2003      63       1  aq_071200021201           0.000          5.000          0.000          3.768          3.599          0.169          0.026          0.000          0.000          0.000          0.006          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2003      64       1  aq_071200021202           0.000          5.000          0.000         43.048          9.279         33.769          0.057          0.000          0.000          0.000          0.072          0.000          0.000          0.091          0.000          0.000          0.000
   365    12    31  2003      65       1  aq_071200021301           0.216          4.758          0.726        126.324         13.074        112.065          0.130          0.000          0.000          0.000          0.246          0.000          0.001          0.228          0.000          0.000          0.000
   365    12    31  2003      66       1  aq_071200021302           0.697          4.755          0.805        128.673          8.246        119.730          0.179          0.000          0.000          0.000          0.306          0.000          0.008          0.069          0.000          0.000          0.000
   365    12    31  2003      67       1  aq_071200021303          19.337          4.532          1.750        175.296         13.799        131.296          0.143          0.000          0.000          0.000          0.356          0.000          0.099          0.056          0.000          0.000          0.000
   365    12    31  2003      68       1  aq_071200021304         242.226          3.235         18.843        445.591         10.931        258.144          0.139          0.000          0.000          0.000          0.772          0.000          0.710          0.026          0.000          0.000          0.000
   365    12    31  2003      69       1  aq_071200021305           0.000          5.000          0.001         21.814          7.507         14.307          0.026          0.000          0.000          0.000          0.033          0.000          0.000          0.002          0.000          0.000          0.000
   365    12    31  2003      70       1  aq_071200021306         220.925          3.947         10.652        441.641         12.762        201.435          0.092          0.000          0.000          0.000          0.507          0.000          0.324          0.199          0.000          0.000          0.000
   365    12    31  2003      71       1  aq_071200021307           0.000          4.930          0.211         87.496         10.985         76.510          0.086          0.000          0.000          0.000          0.141          0.000          0.000          0.193          0.000          0.000          0.000
   365    12    31  2003      72       1  aq_071200021308           2.634          4.833          0.501        377.825         15.312        359.879          1.357          0.000          0.000          0.000          3.351          0.000          0.065          0.684          0.000          0.000          0.000
   365    12    31  2003      73       1  aq_071200021401           7.419          4.654          1.074         59.883         11.746         55.415          0.070          0.000          0.000          0.000          0.104          0.000          0.028          0.041          0.000          0.000          0.000
   365    12    31  2003      74       1  aq_071200021402          12.777          4.619          1.235        107.652          7.646         87.229          0.031          0.000          0.000          0.000          0.106          0.000          0.043          0.025          0.000          0.000          0.000
