 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc
    365    12    31  2001     68       0  sub_071200021304       4.051   34538.160    2845.270     764.780      19.331     115.947       0.000     177.556     249.203       3.634       0.216       0.164       0.000      32.746      10.109      21.428      29.199       0.000       0.000       0.911
    365    12    31  2001     69       0  sub_071200021305       1.381    7195.350    6558.561     671.921       8.353      74.746       0.000      13.841       9.257       0.063       0.271       0.008       0.000      15.992       4.243      10.118      14.600       0.000       0.000       0.459
    365    12    31  2001     70       0  sub_071200021306       3.648   24848.393    6318.801    1687.309      17.123     105.984       0.000     140.359     212.402       0.038       0.316       0.514       0.000      29.653      10.423      20.038      24.858       0.000       0.000       0.901
    365    12    31  2001     71       0  sub_071200021307       3.267   15616.732    9789.451     644.414      17.873      80.340       0.000     113.605     167.652       0.566       0.395       0.636       0.000      31.951       8.358      20.154      29.199       0.000       0.000       0.920
    365    12    31  2001     72       0  sub_071200021308       3.242   32227.172    7806.772     805.112      18.864      47.213       0.000     122.151      13.252       0.170       0.729       0.043       0.000      32.271       8.592      20.432      29.199       0.000       0.000       0.918
    365    12    31  2001     73       0  sub_071200021401       3.139   19167.764    8981.765     595.161      16.503      78.837       0.000     110.837     116.544       0.110       0.449       0.115       0.000      31.450       8.406      19.928      29.199       0.000       0.000       0.913
    365    12    31  2001     74       0  sub_071200021402       3.293   18305.670    7713.342     532.401      18.337      76.036       0.000     129.100     137.665       0.121       0.397       0.000       0.000      32.478       8.631      20.555      29.199       0.000       0.000       0.913
    365    12    31  2002      1       0  sub_071200020101       3.347   54287.492    4402.934      85.660      14.815      63.891       0.000     159.093     137.286      78.405       0.411       7.614       0.000      30.909       7.779      19.344      24.858       0.000       0.000       0.904
    365    12    31  2002      2       0  sub_071200020102       2.958   39435.691    6790.047      75.791      14.938      69.822       0.000     137.099     148.807      64.927       0.432       5.502       0.000      30.950       7.222      19.086      24.858       0.000       0.000       0.898
    365    12    31  2002      3       0  sub_071200020103       2.625   40454.723    4518.671      64.442      15.999     129.145       0.000     125.113     126.776      15.738       0.456       1.092       0.000      30.686       8.554      19.620      27.319       0.000       0.000       0.912
