 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2003    3460    corn                    10098.025    4544.111     176.715      25.245
   365    12    31  2003    3461    soyb                     2921.748    1314.786      85.170      22.497
   365    12    31  2003    3461    corn                    12828.183    5772.682     224.493      32.070
   365    12    31  2003    3462    soyb                     2929.176    1318.129      85.234      22.555
   365    12    31  2003    3462    corn                    12769.731    5746.379     223.470      31.924
   365    12    31  2003    3463    corn                    15848.656    7131.895     277.352      39.622
   365    12    31  2003    3463    soyb                     4389.646    1975.341     170.340      33.800
   365    12    31  2003    3464    corn                    15180.400    6831.180     265.657      37.951
   365    12    31  2003    3464    soyb                     3888.648    1749.892      88.421      29.943
   365    12    31  2003    3465    corn                    11139.365    5012.714     194.939      27.848
   365    12    31  2003    3465    soyb                     3282.340    1477.053      95.117      25.274
   365    12    31  2003    3466    corn                    13306.727    5988.027     232.868      33.267
   365    12    31  2003    3466    soyb                     3456.625    1555.481      87.019      26.616
   365    12    31  2003    3467    corn                    14252.080    6413.436     249.411      35.630
   365    12    31  2003    3467    soyb                     3840.521    1728.234      83.361      29.572
   365    12    31  2003    3468    corn                    13306.850    5988.082     232.870      33.267
   365    12    31  2003    3468    soyb                     3456.638    1555.487      87.042      26.616
   365    12    31  2003    3469    corn                    15030.855    6763.885     263.040      37.577
   365    12    31  2003    3469    soyb                     3763.188    1693.435      91.497      28.977
   365    12    31  2003    3470    corn                    12998.722    5849.424     227.478      32.497
   365    12    31  2003    3471    corn                    16517.582    7432.912     289.058      41.294
   365    12    31  2003    3471    soyb                     3807.167    1713.225     101.181      29.315
   365    12    31  2003    3472    corn                    16030.290    7213.630     280.530      40.076
   365    12    31  2003    3472    soyb                     4451.607    2003.223      86.116      34.277
   365    12    31  2003    3473    corn                    13306.352    5987.858     232.861      33.266
   365    12    31  2003    3473    soyb                     3456.585    1555.463      87.041      26.616
   365    12    31  2003    3474    corn                    10756.713    4840.521     188.242      26.892
   365    12    31  2003    3474    soyb                     2658.699    1196.415      75.898      20.472
   365    12    31  2003    3475    corn                    10756.973    4840.638     188.247      26.892
   365    12    31  2003    3475    soyb                     2658.703    1196.416      75.902      20.472
   365    12    31  2003    3476    corn                    12829.561    5773.302     224.517      32.074
   365    12    31  2003    3476    soyb                     3608.514    1623.831      87.146      27.786
   365    12    31  2003    3477    corn                    13306.609    5987.974     232.866      33.267
   365    12    31  2003    3477    soyb                     3456.613    1555.476      87.038      26.616
   365    12    31  2003    3478    corn                    11208.926    5044.016     196.156      28.022
   365    12    31  2003    3478    soyb                     3308.354    1488.759     128.767      25.474
   365    12    31  2003    3479    corn                    15501.350    6975.607     271.274      38.753
   365    12    31  2003    3479    soyb                     3748.268    1686.720     119.628      28.862
   365    12    31  2003    3480    corn                    14480.345    6516.155     253.406      36.201
   365    12    31  2003    3480    soyb                     3635.030    1635.763      98.704      27.990
   365    12    31  2003    3481    corn                    13869.544    6241.295     242.717      34.674
   365    12    31  2003    3482    corn                    15807.708    7113.468     276.635      39.519
   365    12    31  2003    3483    soyb                     4301.172    1935.527     164.391      33.119
   365    12    31  2003    3483    corn                    15326.858    6897.086     268.220      38.317
   365    12    31  2003    3484    soyb                     4257.313    1915.791     167.619      32.781
   365    12    31  2003    3484    corn                    13905.539    6257.493     243.347      34.764
   365    12    31  2003    3485    corn                    14110.685    6349.808     246.937      35.277
   365    12    31  2003    3486    corn                    12337.884    5552.048     215.913      30.845
   365    12    31  2003    3486    soyb                     3477.489    1564.870      79.380      26.777
   365    12    31  2003    3487    corn                    16183.398    7282.529     283.209      40.458
   365    12    31  2003    3487    soyb                     3941.206    1773.543     138.099      30.347
   365    12    31  2003    3488    corn                    13079.823    5885.920     228.897      32.700
   365    12    31  2003    3489    corn                    12846.129    5780.758     224.807      32.115
   365    12    31  2003    3489    soyb                     3736.486    1681.418      97.169      28.771
   365    12    31  2003    3490    corn                    11709.578    5269.310     204.918      29.274
   365    12    31  2003    3490    soyb                     2945.963    1325.683      88.479      22.684
   365    12    31  2003    3491    corn                    15797.906    7109.058     276.463      39.495
   365    12    31  2003    3491    soyb                     3852.070    1733.432      90.808      29.661
   365    12    31  2003    3492    corn                    11795.465    5307.959     206.421      29.489
   365    12    31  2003    3492    soyb                     3663.583    1648.612     140.143      28.210
   365    12    31  2003    3493    corn                    13066.997    5880.149     228.672      32.667
   365    12    31  2003    3494    corn                    15840.119    7128.054     277.202      39.600
   365    12    31  2003    3494    soyb                     3850.219    1732.599     149.270      29.647
   365    12    31  2003    3495    soyb                     3274.927    1473.717      78.742      25.217
   365    12    31  2003    3495    corn                    12667.161    5700.222     221.675      31.668
   365    12    31  2003    3496    soyb                     4638.074    2087.133     178.498      35.713
   365    12    31  2003    3496    corn                    15310.295    6889.633     267.930      38.276
   365    12    31  2003    3497    soyb                     4393.521    1977.085      93.922      33.830
   365    12    31  2003    3497    corn                    13706.369    6167.866     239.861      34.266
   365    12    31  2003    3498    soyb                     3450.089    1552.540      76.654      26.566
   365    12    31  2003    3498    corn                    12412.340    5585.553     217.216      31.031
   365    12    31  2003    3499    soyb                     4257.217    1915.748     167.608      32.781
   365    12    31  2003    3499    corn                    13905.519    6257.483     243.347      34.764
   365    12    31  2003    3500    soyb                     3027.163    1362.223      77.059      23.309
   365    12    31  2003    3500    corn                    11828.174    5322.678     206.993      29.570
   365    12    31  2003    3501    soyb                     4179.049    1880.572     126.620      32.179
   365    12    31  2003    3501    corn                    14643.291    6589.481     256.258      36.608
   365    12    31  2003    3502    soyb                     3562.818    1603.268      82.948      27.434
   365    12    31  2003    3502    corn                    12675.234    5703.855     221.817      31.688
   365    12    31  2003    3503    soyb                     4301.467    1935.660     164.410      33.121
   365    12    31  2003    3503    corn                    15336.249    6901.312     268.384      38.341
   365    12    31  2003    3504    corn                    13511.725    6080.276     236.455      33.779
   365    12    31  2003    3504    soyb                     3776.150    1699.268      91.918      29.076
   365    12    31  2003    3505    corn                    15038.961    6767.533     263.182      37.597
   365    12    31  2003    3506    corn                    16504.980    7427.241     288.837      41.262
   365    12    31  2003    3506    soyb                     3807.139    1713.213     101.192      29.315
   365    12    31  2003    3507    corn                    14253.314    6413.991     249.433      35.633
   365    12    31  2003    3507    soyb                     3840.476    1728.214      83.360      29.572
   365    12    31  2003    3508    corn                    16057.027    7225.662     280.998      40.143
   365    12    31  2003    3509    corn                    12846.164    5780.774     224.808      32.115
   365    12    31  2003    3509    soyb                     3736.498    1681.424      97.163      28.771
   365    12    31  2003    3510    corn                    12057.418    5425.838     211.005      30.144
   365    12    31  2003    3510    soyb                     3462.709    1558.219      84.330      26.663
   365    12    31  2003    3511    corn                    14012.321    6305.544     213.189      35.031
   365    12    31  2003    3511    soyb                     3702.560    1666.152      97.055      28.510
   365    12    31  2003    3512    corn                    15406.920    6933.114     269.621      38.517
   365    12    31  2003    3512    soyb                     3914.086    1761.339     136.548      30.138
   365    12    31  2003    3513    corn                    15720.329    7074.148     275.106      39.301
   365    12    31  2003    3513    soyb                     3875.361    1743.912     150.252      29.840
   365    12    31  2003    3514    soyb                     3988.441    1794.799      84.724      30.711
   365    12    31  2003    3514    corn                    12430.479    5593.715     217.533      31.076
   365    12    31  2003    3515    soyb                     2893.911    1302.260      84.548      22.283
   365    12    31  2003    3515    corn                    12060.854    5427.384     211.065      30.152
   365    12    31  2003    3516    soyb                     3988.401    1794.781      84.727      30.711
   365    12    31  2003    3516    corn                    12608.436    5673.796     220.648      31.521
   365    12    31  2003    3517    soyb                     3818.939    1718.522      68.921      29.406
   365    12    31  2003    3518    soyb                     4563.912    2053.760      83.341      35.142
   365    12    31  2003    3518    corn                    14045.622    6320.529     245.798      35.114
   365    12    31  2003    3519    soyb                     4393.524    1977.086      93.922      33.830
   365    12    31  2003    3519    corn                    13709.187    6169.134     239.911      34.273
   365    12    31  2003    3520    soyb                     4393.513    1977.081      93.915      33.830
   365    12    31  2003    3520    corn                    13709.990    6169.495     239.925      34.275
   365    12    31  2003    3521    soyb                     3435.431    1545.944      58.802      26.453
   365    12    31  2003    3521    corn                    12334.430    5550.493     215.853      30.836
   365    12    31  2003    3522    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2003    3523    corn                     9905.148    4457.316     173.340      24.763
   365    12    31  2003    3523    soyb                     2778.077    1250.135     106.304      21.391
   365    12    31  2003    3524    corn                    12249.881    5512.446     214.373      30.625
   365    12    31  2003    3524    soyb                     2920.748    1314.336      83.775      22.490
   365    12    31  2003    3525    soyb                     2741.876    1233.844      82.017      21.112
   365    12    31  2003    3525    corn                    11825.415    5321.437     206.945      29.564
   365    12    31  2003    3526    soyb                     2997.158    1348.721      83.436      23.078
   365    12    31  2003    3526    corn                    13356.860    6010.587     233.745      33.392
   365    12    31  2003    3527    soyb                     3718.869    1673.491     105.527      28.635
   365    12    31  2003    3527    corn                    14039.729    6317.878     245.695      35.099
   365    12    31  2003    3528    soyb                     3196.634    1438.485      76.143      24.614
   365    12    31  2003    3528    corn                    12453.959    5604.281     217.944      31.135
   365    12    31  2003    3529    soyb                     2748.796    1236.958      69.079      21.166
   365    12    31  2003    3529    corn                    10460.961    4707.432     183.067      26.152
   365    12    31  2003    3530    soyb                     2670.627    1201.782      75.591      20.564
   365    12    31  2003    3530    corn                    10849.113    4882.101     189.859      27.123
   365    12    31  2003    3531    soyb                     3151.458    1418.156      81.670      24.266
   365    12    31  2003    3531    corn                    13491.354    6071.109     236.099      33.728
   365    12    31  2003    3532    soyb                     3765.207    1694.343      77.430      28.992
   365    12    31  2003    3532    corn                    13174.630    5928.583     230.556      32.937
   365    12    31  2003    3533    soyb                     3799.927    1709.967     229.852      29.259
   365    12    31  2003    3533    corn                    14990.721    6745.824     262.338      37.477
   365    12    31  2003    3534    corn                     9741.965    4383.884     170.484      24.355
   365    12    31  2003    3534    soyb                     2691.818    1211.318     103.018      20.727
   365    12    31  2003    3535    corn                    12549.427    5647.242     219.615      31.374
   365    12    31  2003    3535    soyb                     3497.327    1573.797     133.629      26.929
   365    12    31  2003    3536    corn                    12522.305    5635.037     219.140      31.306
   365    12    31  2003    3536    soyb                     3900.287    1755.129     130.936      30.032
   365    12    31  2003    3537    corn                    10891.002    4900.951     190.593      27.228
   365    12    31  2003    3537    soyb                     3763.839    1693.728     110.221      28.982
   365    12    31  2003    3538    corn                    10868.265    4890.719     190.195      27.171
   365    12    31  2003    3539    corn                    11720.947    5274.427     205.117      29.302
   365    12    31  2003    3539    soyb                     2924.233    1315.905     111.901      22.517
   365    12    31  2003    3540    corn                    13938.383    6272.271     243.922      34.846
   365    12    31  2003    3540    soyb                     4155.175    1869.829     158.973      31.995
   365    12    31  2003    3541    corn                    11319.869    5093.940     198.098      28.300
   365    12    31  2003    3541    soyb                     4050.606    1822.773     123.601      31.190
   365    12    31  2003    3542    corn                    11362.879    5113.295     198.850      28.407
   365    12    31  2003    3542    soyb                     3278.278    1475.225      70.053      25.243
   365    12    31  2003    3543    corn                    12766.480    5744.916     223.413      31.916
   365    12    31  2003    3544    soyb                     3391.915    1526.362     110.080      26.118
   365    12    31  2003    3544    corn                    12640.414    5688.186     221.207      31.601
   365    12    31  2003    3545    soyb                     2695.562    1213.003      86.112      20.756
   365    12    31  2003    3545    corn                    12138.493    5462.322     212.424      30.346
   365    12    31  2003    3546    soyb                     3855.878    1735.145     160.947      29.690
   365    12    31  2003    3546    corn                    15086.659    6788.997     264.017      37.717
   365    12    31  2003    3547    soyb                     2748.785    1236.953      69.083      21.166
   365    12    31  2003    3547    corn                    10460.971    4707.437     183.067      26.152
   365    12    31  2003    3548    soyb                     3685.233    1658.355     158.398      28.376
   365    12    31  2003    3548    corn                    14588.600    6564.870     255.300      36.472
   365    12    31  2003    3549    soyb                     3590.069    1615.531      77.044      27.644
   365    12    31  2003    3549    corn                    12895.711    5803.070     225.675      32.239
   365    12    31  2003    3550    soyb                     3863.742    1738.684      92.253      29.751
   365    12    31  2003    3550    corn                    14791.944    6656.375     258.859      36.980
   365    12    31  2003    3551    soyb                     3541.457    1593.656     103.728      27.269
   365    12    31  2003    3551    corn                    13864.217    6238.897     242.624      34.661
   365    12    31  2003    3552    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003    3553    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003    3554    frsd                        0.000       0.000       0.000       0.000
   365    12    31  2003    3555    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003    3556    soyb                     3151.452    1418.154      81.656      24.266
   365    12    31  2003    3556    corn                    13491.218    6071.048     236.096      33.728
   365    12    31  2003    3557    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003    3558    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003    3559    soyb                     3765.403    1694.432      77.468      28.994
   365    12    31  2003    3559    corn                    13600.313    6120.141     238.005      34.001
   365    12    31  2003    3560    corn                    11319.979    5093.990     198.100      28.300
   365    12    31  2003    3560    soyb                     4050.709    1822.819     123.588      31.190
   365    12    31  2003    3561    soyb                     3118.530    1403.339     125.623      24.013
   365    12    31  2003    3561    corn                    13211.711    5945.270     231.205      33.029
   365    12    31  2003    3562    soyb                     2695.425    1212.941      86.045      20.755
   365    12    31  2003    3562    corn                    11936.475    5371.413     208.888      29.841
   365    12    31  2003    3563    corn                    13978.759    6290.441     244.628      34.947
   365    12    31  2003    3563    soyb                     4394.584    1977.563     167.908      33.838
   365    12    31  2003    3564    corn                    13860.547    6237.246     242.560      34.651
   365    12    31  2003    3564    soyb                     4565.884    2054.648     174.790      35.157
   365    12    31  2003    3565    corn                    13514.829    6081.673     236.509      33.787
   365    12    31  2003    3565    soyb                     4033.936    1815.271      85.133      31.061
   365    12    31  2003    3566    corn                    14579.164    6560.624     255.135      36.448
   365    12    31  2003    3566    soyb                     4565.884    2054.648     174.790      35.157
   365    12    31  2003    3567    corn                    13066.994    5880.147     228.672      32.667
   365    12    31  2003    3567    soyb                     4388.311    1974.740     167.908      33.790
   365    12    31  2003    3568    corn                    15195.680    6838.056     265.924      37.989
   365    12    31  2003    3568    soyb                     4565.884    2054.648     174.790      35.157
   365    12    31  2003    3569    corn                    12812.430    5765.593     224.218      32.031
   365    12    31  2003    3569    soyb                     3956.158    1780.271     151.373      30.462
   365    12    31  2003    3570    corn                    10833.790    4875.205     189.591      27.084
   365    12    31  2003    3570    soyb                     3802.347    1711.056     128.001      29.278
   365    12    31  2003    3571    corn                    10182.275    4582.024     178.190      25.456
   365    12    31  2003    3571    soyb                     2766.072    1244.732      98.697      21.299
   365    12    31  2003    3572    corn                    10146.482    4565.917     177.563      25.366
   365    12    31  2003    3572    soyb                     3003.067    1351.380     114.943      23.124
   365    12    31  2003    3573    soyb                     2695.511    1212.980      86.044      20.755
   365    12    31  2003    3573    corn                    11937.033    5371.665     208.898      29.843
   365    12    31  2003    3574    soyb                     3420.117    1539.053     153.204      26.335
   365    12    31  2003    3574    corn                    13535.547    6090.996     236.872      33.839
   365    12    31  2003    3575    soyb                     3667.834    1650.525     132.037      28.242
   365    12    31  2003    3575    corn                    14902.548    6706.146     260.795      37.256
   365    12    31  2003    3576    soyb                     2955.046    1329.771      70.890      22.754
   365    12    31  2003    3576    corn                    10710.685    4819.808     187.437      26.777
   365    12    31  2003    3577    soyb                     3718.943    1673.524     155.985      28.636
   365    12    31  2003    3577    corn                    15749.725    7087.376     275.620      39.374
   365    12    31  2003    3578    soyb                     2811.417    1265.137      84.830      21.648
   365    12    31  2003    3578    corn                    10678.449    4805.302     186.873      26.696
   365    12    31  2003    3579    soyb                     2696.510    1213.429      67.916      20.763
   365    12    31  2003    3579    corn                    10543.336    4744.501     184.508      26.358
   365    12    31  2003    3580    soyb                     2955.034    1329.765      70.935      22.754
   365    12    31  2003    3580    corn                    10856.803    4885.562     189.994      27.142
   365    12    31  2003    3581    soyb                     2955.030    1329.763      70.867      22.754
   365    12    31  2003    3581    corn                    10710.520    4819.733     187.434      26.776
   365    12    31  2003    3582    corn                    12971.579    5837.210     227.003      32.429
   365    12    31  2003    3582    soyb                     3760.246    1692.111     143.721      28.954
   365    12    31  2003    3583    corn                    12811.391    5765.126     224.199      32.028
   365    12    31  2003    3583    soyb                     3956.158    1780.271     151.373      30.462
   365    12    31  2003    3584    corn                    10367.686    4665.458     181.434      25.919
   365    12    31  2003    3584    soyb                     2866.097    1289.744     109.495      22.069
   365    12    31  2003    3585    corn                    11973.161    5387.922     209.530      29.933
   365    12    31  2003    3585    soyb                     3834.817    1725.668     103.759      29.528
   365    12    31  2003    3586    corn                    12811.486    5765.169     224.201      32.029
   365    12    31  2003    3586    soyb                     3956.158    1780.271     151.373      30.462
   365    12    31  2003    3587    corn                    10611.373    4775.117     185.699      26.528
   365    12    31  2003    3587    soyb                     3057.774    1375.998     116.942      23.545
   365    12    31  2003    3588    corn                    12494.595    5622.567     218.655      31.236
   365    12    31  2003    3588    soyb                     4013.957    1806.281     117.833      30.907
   365    12    31  2003    3589    corn                    13679.955    6155.979     239.399      34.200
   365    12    31  2003    3589    soyb                     3293.053    1481.874     125.825      25.357
   365    12    31  2003    3590    corn                    12795.238    5757.857     223.917      31.988
   365    12    31  2003    3591    corn                    12638.373    5687.268     221.172      31.596
   365    12    31  2003    3591    soyb                     3272.868    1472.791     125.280      25.201
   365    12    31  2003    3592    soyb                     3692.213    1661.496     126.517      28.430
   365    12    31  2003    3592    corn                    12413.700    5586.165     217.240      31.034
   365    12    31  2003    3593    soyb                     3815.469    1716.961     128.952      29.379
   365    12    31  2003    3593    corn                    13040.725    5868.326     228.213      32.602
   365    12    31  2003    3594    soyb                     2878.526    1295.337      81.231      22.165
   365    12    31  2003    3594    corn                    11450.852    5152.883     200.390      28.627
   365    12    31  2003    3595    soyb                     3541.441    1593.649     103.731      27.269
   365    12    31  2003    3595    corn                    13864.122    6238.854     242.622      34.660
   365    12    31  2003    3596    soyb                     2954.973    1329.738      70.872      22.753
   365    12    31  2003    3596    corn                    10710.397    4819.679     187.432      26.776
   365    12    31  2003    3597    soyb                     3548.660    1596.897     153.402      27.325
   365    12    31  2003    3597    corn                    15455.960    6955.182     270.479      38.640
   365    12    31  2003    3598    soyb                     2955.049    1329.772      70.920      22.754
   365    12    31  2003    3598    corn                    10856.821    4885.570     189.994      27.142
   365    12    31  2003    3599    soyb                     2955.030    1329.763      70.950      22.754
   365    12    31  2003    3599    corn                    10856.815    4885.566     189.994      27.142
   365    12    31  2003    3600    soyb                     2955.057    1329.775      70.943      22.754
   365    12    31  2003    3600    corn                    10856.881    4885.596     189.995      27.142
   365    12    31  2003    3601    corn                    12638.512    5687.330     221.174      31.596
   365    12    31  2003    3601    soyb                     3272.888    1472.800     125.281      25.201
   365    12    31  2003    3602    corn                    13748.874    6186.993     240.605      34.372
   365    12    31  2003    3602    soyb                     4055.543    1824.995     134.461      31.228
   365    12    31  2003    3603    corn                    10882.721    4897.224     190.448      27.207
   365    12    31  2003    3603    soyb                     3232.428    1454.593     120.291      24.890
   365    12    31  2003    3604    corn                    11477.090    5164.690     200.849      28.693
   365    12    31  2003    3604    soyb                     3158.153    1421.169     120.815      24.318
   365    12    31  2003    3605    corn                    12500.279    5625.125     218.755      31.251
   365    12    31  2003    3605    soyb                     3360.673    1512.303     121.507      25.877
   365    12    31  2003    3606    corn                    10182.178    4581.979     178.188      25.455
   365    12    31  2003    3606    soyb                     2766.057    1244.726      98.696      21.299
   365    12    31  2003    3607    corn                    10182.266    4582.020     178.190      25.456
   365    12    31  2003    3607    soyb                     2766.071    1244.732      98.718      21.299
   365    12    31  2003    3608    corn                    11001.100    4950.495     179.430      27.503
   365    12    31  2003    3608    soyb                     3489.776    1570.399      93.058      26.871
   365    12    31  2003    3609    corn                    10990.981    4945.941     172.723      27.477
   365    12    31  2003    3609    soyb                     2870.785    1291.853      78.438      22.105
   365    12    31  2003    3610    corn                    11239.959    5057.981     196.699      28.100
   365    12    31  2003    3610    soyb                     2874.882    1293.697      88.708      22.137
   365    12    31  2003    3611    soyb                     3226.139    1451.762      84.103      24.841
   365    12    31  2003    3611    corn                    10918.428    4913.292     191.072      27.296
   365    12    31  2003    3612    soyb                     3719.065    1673.579     105.574      28.637
   365    12    31  2003    3612    corn                    14292.841    6431.778     250.125      35.732
   365    12    31  2003    3613    soyb                     3245.872    1460.642      74.159      24.993
   365    12    31  2003    3613    corn                    11943.203    5374.441     209.006      29.858
   365    12    31  2003    3614    soyb                     2955.056    1329.775      70.931      22.754
   365    12    31  2003    3614    corn                    10856.860    4885.587     189.995      27.142
   365    12    31  2003    3615    soyb                     3719.058    1673.576     105.567      28.637
   365    12    31  2003    3615    corn                    14292.756    6431.740     250.123      35.732
   365    12    31  2003    3616    soyb                     3320.488    1494.219     100.923      25.568
   365    12    31  2003    3616    corn                    12822.271    5770.021     224.390      32.056
   365    12    31  2003    3617    soyb                     2955.048    1329.772      70.933      22.754
   365    12    31  2003    3617    corn                    10856.841    4885.579     189.995      27.142
   365    12    31  2003    3618    soyb                     2954.989    1329.745      70.874      22.753
   365    12    31  2003    3618    corn                    10710.442    4819.699     187.433      26.776
   365    12    31  2003    3619    soyb                     2696.504    1213.427      68.043      20.763
   365    12    31  2003    3619    corn                    10543.680    4744.656     184.514      26.359
   365    12    31  2003    3620    corn                    11240.285    5058.128     196.705      28.101
   365    12    31  2003    3620    soyb                     2874.926    1293.717      88.685      22.137
   365    12    31  2003    3621    corn                    11042.874    4969.293     193.250      27.607
   365    12    31  2003    3621    soyb                     2870.791    1291.856      89.872      22.105
   365    12    31  2003    3622    corn                    12266.047    5519.721     214.656      30.665
   365    12    31  2003    3622    soyb                     3554.993    1599.747      80.988      27.373
   365    12    31  2003    3623    corn                    12549.611    5647.325     219.618      31.374
   365    12    31  2003    3623    soyb                     3497.544    1573.895     133.637      26.931
   365    12    31  2003    3624    corn                     9438.608    4247.374     165.176      23.597
   365    12    31  2003    3624    soyb                     2716.377    1222.370     104.052      20.916
   365    12    31  2003    3625    corn                    12265.990    5519.695     214.655      30.665
   365    12    31  2003    3625    soyb                     3554.912    1599.710      80.986      27.373
   365    12    31  2003    3626    corn                    10529.447    4738.251     184.265      26.324
   365    12    31  2003    3626    soyb                     3497.365    1573.814     103.157      26.930
   365    12    31  2003    3627    corn                    10182.235    4582.006     178.189      25.456
   365    12    31  2003    3627    soyb                     2766.066    1244.730      98.697      21.299
   365    12    31  2003    3628    corn                    10838.120    4877.154     189.667      27.095
   365    12    31  2003    3628    soyb                     3085.912    1388.660     117.851      23.762
   365    12    31  2003    3629    corn                    13056.037    5875.217     228.481      32.640
   365    12    31  2003    3629    soyb                     3113.154    1400.919      93.754      23.971
   365    12    31  2003    3630    soyb                     3245.917    1460.662      74.161      24.994
   365    12    31  2003    3630    corn                    11943.624    5374.631     209.013      29.859
   365    12    31  2003    3631    soyb                     2955.040    1329.768      70.923      22.754
   365    12    31  2003    3631    corn                    10856.802    4885.561     189.994      27.142
   365    12    31  2003    3632    soyb                     2878.510    1295.329      81.167      22.165
   365    12    31  2003    3632    corn                    11298.797    5084.458     197.729      28.247
   365    12    31  2003    3633    soyb                     3861.352    1737.608     129.788      29.732
   365    12    31  2003    3633    corn                    13411.300    6035.085     234.698      33.528
   365    12    31  2003    3634    soyb                     2471.333    1112.100      78.950      19.029
   365    12    31  2003    3634    corn                    10364.699    4664.114     181.382      25.912
   365    12    31  2003    3635    soyb                     2878.544    1295.345      81.174      22.165
   365    12    31  2003    3635    corn                    11299.608    5084.824     197.743      28.249
   365    12    31  2003    3636    soyb                     3692.530    1661.638     126.531      28.432
   365    12    31  2003    3636    corn                    12415.712    5587.070     217.275      31.039
   365    12    31  2003    3637    soyb                     2696.501    1213.425      67.912      20.763
   365    12    31  2003    3637    corn                    10543.315    4744.492     184.508      26.358
   365    12    31  2003    3638    soyb                     3815.567    1717.005     128.959      29.380
   365    12    31  2003    3638    corn                    13040.847    5868.381     228.215      32.602
   365    12    31  2003    3639    corn                    13391.267    6026.070     234.347      33.478
   365    12    31  2003    3639    soyb                     3288.412    1479.785     125.828      25.321
   365    12    31  2003    3640    corn                    11240.251    5058.113     196.704      28.101
   365    12    31  2003    3640    soyb                     2874.921    1293.715      88.715      22.137
   365    12    31  2003    3641    corn                    11240.252    5058.113     196.704      28.101
   365    12    31  2003    3641    soyb                     2874.921    1293.715      88.713      22.137
   365    12    31  2003    3642    corn                    10374.870    4668.692     181.560      25.937
   365    12    31  2003    3642    soyb                     3546.651    1595.993      89.773      27.309
   365    12    31  2003    3643    corn                    10338.967    4652.535     180.932      25.847
   365    12    31  2003    3643    soyb                     3702.878    1666.295     116.225      28.512
   365    12    31  2003    3644    corn                    11240.076    5058.034     196.701      28.100
   365    12    31  2003    3644    soyb                     2874.898    1293.704      88.700      22.137
   365    12    31  2003    3645    corn                    12616.407    5677.383     220.787      31.541
   365    12    31  2003    3646    corn                    13056.267    5875.320     228.485      32.641
   365    12    31  2003    3646    soyb                     3113.172    1400.927      93.735      23.971
   365    12    31  2003    3647    corn                    10538.971    4742.537     184.432      26.347
   365    12    31  2003    3647    soyb                     2840.322    1278.145     108.650      21.870
   365    12    31  2003    3648    corn                    13055.438    5874.947     228.470      32.639
   365    12    31  2003    3648    soyb                     3113.106    1400.898      93.765      23.971
   365    12    31  2003    3649    soyb                     2955.044    1329.770      70.866      22.754
   365    12    31  2003    3649    corn                    10710.552    4819.749     187.435      26.776
   365    12    31  2003    3650    soyb                     2955.031    1329.764      70.875      22.754
   365    12    31  2003    3650    corn                    10710.565    4819.754     187.435      26.776
   365    12    31  2003    3651    soyb                     3488.975    1570.039      86.225      26.865
   365    12    31  2003    3651    corn                    11793.360    5307.012     206.384      29.483
   365    12    31  2003    3652    soyb                     3692.342    1661.554     126.567      28.431
   365    12    31  2003    3652    corn                    12516.721    5632.524     219.043      31.292
   365    12    31  2003    3653    soyb                     3489.113    1570.101      86.232      26.866
   365    12    31  2003    3653    corn                    11793.479    5307.065     206.386      29.484
   365    12    31  2003    3654    soyb                     3489.160    1570.122      86.174      26.867
   365    12    31  2003    3654    corn                    11590.695    5215.813     202.837      28.977
   365    12    31  2003    3655    soyb                     2741.761    1233.793      82.067      21.112
   365    12    31  2003    3655    corn                    12125.655    5456.545     212.199      30.314
   365    12    31  2003    3656    soyb                     2955.040    1329.768      70.940      22.754
   365    12    31  2003    3656    corn                    10856.831    4885.574     189.995      27.142
   365    12    31  2003    3657    soyb                     3245.865    1460.639      74.157      24.993
   365    12    31  2003    3657    corn                    11943.124    5374.406     209.005      29.858
   365    12    31  2003    3658    corn                    12876.031    5794.213     225.331      32.190
   365    12    31  2003    3659    corn                    10136.420    4561.389     177.387      25.341
   365    12    31  2003    3660    corn                    10182.162    4581.973     178.188      25.455
   365    12    31  2003    3660    soyb                     2766.055    1244.724      98.713      21.299
   365    12    31  2003    3661    corn                    13211.316    5945.092     231.198      33.028
   365    12    31  2003    3661    soyb                     3202.315    1441.042     122.606      24.658
   365    12    31  2003    3662    corn                    11719.229    5273.652     205.087      29.298
   365    12    31  2003    3663    corn                    11872.945    5342.825     207.777      29.682
   365    12    31  2003    3663    soyb                     2881.115    1296.502     102.565      22.185
   365    12    31  2003    3664    corn                    10182.029    4581.913     178.186      25.455
   365    12    31  2003    3664    soyb                     2766.034    1244.715      98.684      21.298
   365    12    31  2003    3665    corn                    12265.914    5519.661     214.654      30.665
   365    12    31  2003    3665    soyb                     3554.806    1599.663      80.972      27.372
   365    12    31  2003    3666    csil                    15809.938    7114.472     221.339      25.296
   365    12    31  2003    3666    soyb                     3237.796    1457.008     131.862      24.931
   365    12    31  2003    3667    corn                    13054.774    5874.648     228.459      32.637
   365    12    31  2003    3667    soyb                     3113.053    1400.874      93.753      23.971
