 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2003   10103    soyb                     2516.262    1132.318      41.832      19.375
   365    12    31  2003   10104    corn                    12031.372    5414.117     210.549      30.078
   365    12    31  2003   10105    corn                    16135.051    7260.772     282.363      40.338
   365    12    31  2003   10105    soyb                     2997.491    1348.871      95.919      23.081
   365    12    31  2003   10106    corn                    16053.271    7223.972     280.932      40.133
   365    12    31  2003   10106    soyb                     2814.851    1266.683     114.068      21.674
   365    12    31  2003   10107    corn                    13170.594    5926.766     219.107      32.926
   365    12    31  2003   10108    corn                    15606.418    7022.888     273.112      39.016
   365    12    31  2003   10108    soyb                     2640.279    1188.126      40.063      20.330
   365    12    31  2003   10109    corn                    15528.838    6987.977     271.755      38.822
   365    12    31  2003   10109    soyb                     2610.600    1174.770      35.797      20.102
   365    12    31  2003   10110    corn                    13999.557    6299.800     201.014      34.999
   365    12    31  2003   10110    soyb                     2175.156     978.820      57.666      16.749
   365    12    31  2003   10111    corn                    12664.497    5699.024     221.629      31.661
   365    12    31  2003   10112    csil                    15867.086    7140.188     222.139      25.387
   365    12    31  2003   10112    soyb                     2759.905    1241.957      45.022      21.251
   365    12    31  2003   10113    corn                    16048.078    7221.635     280.841      40.120
   365    12    31  2003   10113    soyb                     3132.842    1409.779     116.701      24.123
   365    12    31  2003   10114    corn                    14285.430    6428.443     249.995      35.714
   365    12    31  2003   10115    corn                    14982.439    6742.098     262.193      37.456
   365    12    31  2003   10115    wwht                     3607.752    1623.488      90.194       7.937
   365    12    31  2003   10115    soyb                     1245.411     560.435      66.220       9.590
   365    12    31  2003   10116    corn                    15508.654    6978.894     271.401      38.772
   365    12    31  2003   10116    soyb                     2662.459    1198.107     112.712      20.501
   365    12    31  2003   10117    corn                    13483.785    6067.704     235.966      33.709
   365    12    31  2003   10117    soyb                     2129.988     958.495      86.863      16.401
   365    12    31  2003   10118    corn                    14707.889    6618.550     257.388      36.770
   365    12    31  2003   10118    soyb                     2734.828    1230.673     106.622      21.058
   365    12    31  2003   10119    corn                    15996.936    7198.621     279.946      39.992
   365    12    31  2003   10119    wwht                     3611.689    1625.260      90.292       7.946
   365    12    31  2003   10119    soyb                     1591.901     716.355      86.163      12.258
   365    12    31  2003   10120    corn                    14932.867    6719.790     261.325      37.332
   365    12    31  2003   10120    soyb                     2439.223    1097.650      89.658      18.782
   365    12    31  2003   10121    corn                    15277.717    6874.973     267.360      38.194
   365    12    31  2003   10121    soyb                     2188.138     984.662      58.483      16.849
   365    12    31  2003   10122    corn                    16053.156    7223.920     280.930      40.133
   365    12    31  2003   10122    soyb                     2814.729    1266.628     114.068      21.673
   365    12    31  2003   10123    corn                    12163.405    5473.532     212.860      30.409
   365    12    31  2003   10124    corn                    13821.204    6219.542     241.871      34.553
   365    12    31  2003   10125    corn                    16053.293    7223.981     280.933      40.133
   365    12    31  2003   10125    soyb                     2814.873    1266.693     114.068      21.675
   365    12    31  2003   10126    corn                    15508.723    6978.925     271.403      38.772
   365    12    31  2003   10126    soyb                     2662.517    1198.133     112.712      20.501
   365    12    31  2003   10127    corn                    15278.192    6875.187     267.368      38.195
   365    12    31  2003   10127    soyb                     2188.161     984.672      58.484      16.849
   365    12    31  2003   10128    corn                    14285.276    6428.375     249.992      35.713
   365    12    31  2003   10129    corn                    16018.227    7208.202     280.319      40.046
   365    12    31  2003   10129    soyb                     3038.001    1367.101     115.225      23.393
   365    12    31  2003   10130    corn                    14285.325    6428.396     249.993      35.713
   365    12    31  2003   10131    corn                    16018.240    7208.208     280.319      40.046
   365    12    31  2003   10131    soyb                     3038.018    1367.108     115.225      23.393
   365    12    31  2003   10132    corn                    13045.864    5870.639     228.303      32.615
   365    12    31  2003   10133    corn                    15278.940    6875.523     267.381      38.197
   365    12    31  2003   10133    soyb                     2188.204     984.692      58.484      16.849
   365    12    31  2003   10134    corn                    14304.353    6436.959     250.326      35.761
   365    12    31  2003   10135    corn                    14310.753    6439.838     250.438      35.777
   365    12    31  2003   10136    corn                    15533.055    6989.875     271.828      38.833
   365    12    31  2003   10136    soyb                     2623.344    1180.505      35.799      20.200
   365    12    31  2003   10137    corn                    15950.528    7177.738     279.134      39.876
   365    12    31  2003   10137    soyb                     2972.991    1337.846     114.967      22.892
   365    12    31  2003   10138    corn                    14552.970    6548.836     254.677      36.382
   365    12    31  2003   10139    corn                    16382.660    7372.197     286.697      40.957
   365    12    31  2003   10139    soyb                     3027.892    1362.551      55.368      23.315
   365    12    31  2003   10140    corn                    14799.168    6659.625     258.985      36.998
   365    12    31  2003   10140    soyb                     2168.897     976.004      46.479      16.701
   365    12    31  2003   10141    corn                    12466.898    5610.104     218.171      31.167
   365    12    31  2003   10142    corn                    15508.765    6978.943     271.403      38.772
   365    12    31  2003   10142    soyb                     2662.552    1198.149     112.712      20.502
   365    12    31  2003   10143    corn                    15122.423    6805.090     264.642      37.806
   365    12    31  2003   10143    soyb                     2320.064    1044.029      52.964      17.864
   365    12    31  2003   10144    corn                    13364.968    6014.235     233.887      33.412
   365    12    31  2003   10145    corn                    13769.792    6196.406     230.024      34.424
   365    12    31  2003   10146    corn                    14933.833    6720.225     261.342      37.335
   365    12    31  2003   10146    soyb                     2168.523     975.835      57.688      16.698
   365    12    31  2003   10147    corn                    16018.275    7208.224     280.320      40.046
   365    12    31  2003   10147    soyb                     3038.064    1367.129     115.225      23.393
   365    12    31  2003   10148    corn                    15998.100    7199.145     279.967      39.995
   365    12    31  2003   10148    soyb                     2750.463    1237.708     113.494      21.179
   365    12    31  2003   10149    corn                    15279.010    6875.554     267.383      38.198
   365    12    31  2003   10149    soyb                     2188.212     984.695      58.485      16.849
   365    12    31  2003   10150    corn                    16242.361    7309.062     284.241      40.606
   365    12    31  2003   10150    soyb                     2781.650    1251.743     114.041      21.419
   365    12    31  2003   10151    corn                    15579.714    7010.871     272.645      38.949
   365    12    31  2003   10151    soyb                     2318.740    1043.433      53.649      17.854
   365    12    31  2003   10152    corn                    15250.328    6862.647     266.881      38.126
   365    12    31  2003   10152    soyb                     2478.597    1115.369      90.165      19.085
   365    12    31  2003   10153    corn                    14932.558    6719.651     261.320      37.331
   365    12    31  2003   10153    soyb                     2435.460    1095.957      89.657      18.753
   365    12    31  2003   10154    corn                    15809.105    7114.097     276.659      39.523
   365    12    31  2003   10154    soyb                     2999.598    1349.819      94.765      23.097
   365    12    31  2003   10155    corn                    16489.891    7420.450     288.573      41.225
   365    12    31  2003   10155    soyb                     3261.232    1467.554     121.178      25.111
   365    12    31  2003   10156    corn                    14934.250    6720.412     261.349      37.336
   365    12    31  2003   10156    soyb                     2168.621     975.880      57.689      16.698
   365    12    31  2003   10157    corn                    15812.192    7115.486     276.713      39.530
   365    12    31  2003   10157    soyb                     2852.046    1283.421     114.128      21.961
   365    12    31  2003   10158    corn                    13704.586    6167.063     228.011      34.261
   365    12    31  2003   10159    corn                    15580.207    7011.093     272.654      38.951
   365    12    31  2003   10159    soyb                     2318.750    1043.438      53.650      17.854
   365    12    31  2003   10160    corn                    14644.630    6590.083     256.281      36.612
   365    12    31  2003   10161    corn                    14932.246    6719.511     261.314      37.331
   365    12    31  2003   10161    soyb                     2432.408    1094.584      89.659      18.730
   365    12    31  2003   10162    corn                    14928.845    6717.980     261.255      37.322
   365    12    31  2003   10162    soyb                     2400.511    1080.230      89.349      18.484
   365    12    31  2003   10163    corn                    14735.440    6630.948     257.870      36.839
   365    12    31  2003   10164    corn                    16018.405    7208.283     280.322      40.046
   365    12    31  2003   10164    soyb                     3038.221    1367.200     115.225      23.394
   365    12    31  2003   10165    corn                    14931.867    6719.340     261.308      37.330
   365    12    31  2003   10165    soyb                     2428.421    1092.789      89.655      18.699
   365    12    31  2003   10166    corn                    16090.000    7240.500     281.575      40.225
   365    12    31  2003   10166    soyb                     3114.874    1401.693     115.944      23.985
   365    12    31  2003   10167    corn                    13419.776    6038.900     234.846      33.549
   365    12    31  2003   10168    corn                    15479.598    6965.818     270.893      38.699
   365    12    31  2003   10168    wwht                     3510.923    1579.915      87.773       7.724
   365    12    31  2003   10168    soyb                     1602.532     721.139      79.935      12.339
   365    12    31  2003   10169    corn                    16018.459    7208.307     280.323      40.046
   365    12    31  2003   10169    soyb                     3038.288    1367.230     115.225      23.395
   365    12    31  2003   10170    corn                    15281.822    6876.820     267.432      38.205
   365    12    31  2003   10170    wwht                     3485.232    1568.354      87.131       7.668
   365    12    31  2003   10170    soyb                     1473.310     662.989      73.840      11.344
   365    12    31  2003   10171    corn                    16018.294    7208.232     280.320      40.046
   365    12    31  2003   10171    soyb                     3038.086    1367.139     115.225      23.393
   365    12    31  2003   10172    corn                    14932.306    6719.538     261.315      37.331
   365    12    31  2003   10172    soyb                     2442.626    1099.182      89.661      18.808
   365    12    31  2003   10173    corn                    15508.748    6978.936     271.403      38.772
   365    12    31  2003   10173    soyb                     2662.538    1198.142     112.712      20.502
   365    12    31  2003   10174    corn                    15508.717    6978.922     271.403      38.772
   365    12    31  2003   10174    soyb                     2662.512    1198.130     112.712      20.501
   365    12    31  2003   10175    corn                    15467.579    6960.411     270.683      38.669
   365    12    31  2003   10175    soyb                     2946.186    1325.784     115.004      22.686
   365    12    31  2003   10176    corn                    16426.912    7392.110     287.471      41.067
   365    12    31  2003   10176    soyb                     3122.462    1405.108     115.948      24.043
   365    12    31  2003   10177    corn                    13033.340    5865.002     228.083      32.583
   365    12    31  2003   10178    corn                    14720.960    6624.432     220.215      36.802
   365    12    31  2003   10178    soyb                     2465.341    1109.403      89.739      18.983
   365    12    31  2003   10179    corn                    16018.420    7208.289     280.322      40.046
   365    12    31  2003   10179    soyb                     3038.239    1367.207     115.225      23.394
   365    12    31  2003   10180    corn                    16090.023    7240.511     281.575      40.225
   365    12    31  2003   10180    soyb                     3114.907    1401.708     115.944      23.985
   365    12    31  2003   10181    corn                    15508.656    6978.895     271.401      38.772
   365    12    31  2003   10181    soyb                     2662.461    1198.108     112.712      20.501
   365    12    31  2003   10182    corn                    14349.021    6457.059     251.108      35.873
   365    12    31  2003   10183    corn                    14038.331    6317.249     245.671      35.096
   365    12    31  2003   10184    corn                    15792.393    7106.576     256.047      39.481
   365    12    31  2003   10184    soyb                     3127.473    1407.363     116.507      24.082
   365    12    31  2003   10185    corn                    16089.999    7240.500     281.575      40.225
   365    12    31  2003   10185    soyb                     3114.874    1401.693     115.943      23.985
   365    12    31  2003   10186    corn                    15409.476    6934.264     269.666      38.524
   365    12    31  2003   10186    soyb                     2946.636    1325.986     115.004      22.689
   365    12    31  2003   10187    corn                    13473.888    6063.250     235.793      33.685
   365    12    31  2003   10188    corn                    15784.188    7102.885     276.223      39.460
   365    12    31  2003   10188    soyb                     3041.770    1368.796     115.261      23.422
   365    12    31  2003   10189    corn                    15695.273    7062.873     274.667      39.238
   365    12    31  2003   10189    soyb                     2856.028    1285.213     114.164      21.991
   365    12    31  2003   10190    corn                    16049.138    7222.111     280.860      40.123
   365    12    31  2003   10190    soyb                     3041.286    1368.579     115.261      23.418
   365    12    31  2003   10191    corn                    15573.449    7008.052     272.535      38.934
   365    12    31  2003   10191    soyb                     2706.385    1217.873     112.924      20.839
   365    12    31  2003   10192    corn                    16140.799    7263.359     282.464      40.352
   365    12    31  2003   10192    soyb                     3000.479    1350.215      95.937      23.104
   365    12    31  2003   10193    corn                    16426.910    7392.109     287.471      41.067
   365    12    31  2003   10193    soyb                     3122.458    1405.106     115.948      24.043
   365    12    31  2003   10194    corn                    15467.458    6960.356     270.681      38.669
   365    12    31  2003   10194    soyb                     2945.944    1325.675     115.004      22.684
   365    12    31  2003   10195    corn                    15015.142    6756.813     262.765      37.538
   365    12    31  2003   10195    soyb                     2579.697    1160.864      35.331      19.864
   365    12    31  2003   10196    corn                    15572.397    7007.579     272.517      38.931
   365    12    31  2003   10196    soyb                     2704.836    1217.176     112.819      20.827
   365    12    31  2003   10197    corn                    14849.041    6682.068     259.858      37.123
   365    12    31  2003   10197    soyb                     2530.817    1138.868     106.558      19.487
   365    12    31  2003   10198    corn                    15571.912    7007.360     272.508      38.930
   365    12    31  2003   10198    soyb                     2704.124    1216.856     112.773      20.822
   365    12    31  2003   10199    corn                    14304.505    6437.027     250.329      35.761
   365    12    31  2003   10199    soyb                     2583.465    1162.559      59.559      19.893
   365    12    31  2003   10200    corn                    14784.488    6653.020     258.729      36.961
   365    12    31  2003   10200    soyb                     2819.752    1268.889     114.110      21.712
   365    12    31  2003   10201    corn                    16001.098    7200.494     280.019      40.003
   365    12    31  2003   10201    soyb                     2755.375    1239.919     113.614      21.216
   365    12    31  2003   10202    corn                    14702.221    6615.999     257.289      36.756
   365    12    31  2003   10202    soyb                     2433.743    1095.184      95.778      18.740
   365    12    31  2003   10203    corn                    13483.997    6067.799     235.970      33.710
   365    12    31  2003   10204    corn                    13925.253    6266.363     243.692      34.813
   365    12    31  2003   10205    corn                    14616.612    6577.475     255.791      36.542
   365    12    31  2003   10206    csil                    12599.438    5669.748     176.392      20.159
   365    12    31  2003   10207    corn                    14246.054    6410.724     249.306      35.615
   365    12    31  2003   10207    soyb                     2442.060    1098.927      42.926      18.804
   365    12    31  2003   10208    corn                    15997.762    7198.993     279.961      39.994
   365    12    31  2003   10208    soyb                     2749.000    1237.050     113.494      21.167
   365    12    31  2003   10209    corn                    15291.031    6880.964     267.593      38.228
   365    12    31  2003   10209    wwht                     3277.498    1474.874      81.937       7.210
   365    12    31  2003   10209    soyb                     1889.499     850.275      76.298      14.549
   365    12    31  2003   10210    corn                    15950.703    7177.816     279.137      39.877
   365    12    31  2003   10210    soyb                     2973.151    1337.918     114.967      22.893
   365    12    31  2003   10211    corn                    14849.010    6682.055     259.858      37.123
   365    12    31  2003   10211    wwht                     3562.323    1603.045      89.058       7.837
   365    12    31  2003   10211    soyb                     1268.796     570.958      65.922       9.770
   365    12    31  2003   10212    corn                    14282.122    6426.955     249.937      35.705
   365    12    31  2003   10213    corn                    13359.874    6011.943     233.798      33.400
   365    12    31  2003   10214    corn                    15520.438    6984.197     271.608      38.801
   365    12    31  2003   10214    wwht                     3266.755    1470.040      81.669       7.187
   365    12    31  2003   10214    soyb                     2396.668    1078.500      96.757      18.454
   365    12    31  2003   10215    corn                    14285.200    6428.340     249.991      35.713
   365    12    31  2003   10216    corn                    12031.336    5414.101     210.548      30.078
   365    12    31  2003   10217    corn                    13377.848    6020.031     234.112      33.445
   365    12    31  2003   10217    soyb                     2093.246     941.961      85.272      16.118
   365    12    31  2003   10218    corn                    15710.438    7069.697     274.933      39.276
   365    12    31  2003   10218    soyb                     2514.987    1131.744      41.828      19.365
   365    12    31  2003   10219    corn                    12868.559    5790.852     225.200      32.171
   365    12    31  2003   10220    corn                    13074.938    5883.723     228.811      32.687
   365    12    31  2003   10221    corn                    13235.380    5955.921     231.619      33.088
   365    12    31  2003   10222    corn                    14735.297    6630.884     257.868      36.838
   365    12    31  2003   10223    corn                    14934.162    6720.373     261.348      37.335
   365    12    31  2003   10223    soyb                     2168.599     975.870      57.689      16.698
   365    12    31  2003   10224    corn                    14079.945    6335.975     246.399      35.200
   365    12    31  2003   10224    soyb                     2328.659    1047.896      86.518      17.931
   365    12    31  2003   10225    corn                    12031.374    5414.118     210.549      30.078
   365    12    31  2003   10226    corn                    15277.818    6875.019     267.362      38.195
   365    12    31  2003   10226    soyb                     2188.141     984.663      58.483      16.849
   365    12    31  2003   10227    corn                    14285.118    6428.303     249.990      35.713
   365    12    31  2003   10228    corn                    14783.090    6652.391     225.316      36.958
   365    12    31  2003   10228    soyb                     2177.215     979.747      57.769      16.765
   365    12    31  2003   10229    corn                    13550.624    6097.781     225.444      33.877
   365    12    31  2003   10230    corn                    15803.895    7111.752     276.568      39.510
   365    12    31  2003   10230    soyb                     2986.382    1343.872      94.679      22.995
   365    12    31  2003   10231    csil                    15066.069    6779.731     210.925      24.106
   365    12    31  2003   10231    soyb                     2239.761    1007.892      59.240      17.246
   365    12    31  2003   10232    corn                    14861.021    6687.459     260.068      37.153
   365    12    31  2003   10233    corn                    15194.056    6837.325     265.896      37.985
   365    12    31  2003   10233    soyb                     2218.388     998.275      52.521      17.082
   365    12    31  2003   10234    corn                    13473.665    6063.149     235.789      33.684
   365    12    31  2003   10235    corn                    15710.590    7069.766     274.935      39.276
   365    12    31  2003   10235    soyb                     2515.257    1131.866      41.828      19.367
   365    12    31  2003   10236    corn                    13494.539    6072.542     236.154      33.736
   365    12    31  2003   10237    corn                    13030.329    5863.648     228.031      32.576
   365    12    31  2003   10238    corn                    16426.766    7392.044     287.468      41.067
   365    12    31  2003   10238    soyb                     3122.260    1405.017     115.945      24.041
   365    12    31  2003   10239    soyb                     4308.263    1938.718      35.442      33.174
   365    12    31  2003   10239    corn                    12239.386    5507.724     214.189      30.598
   365    12    31  2003   10240    soyb                     4250.474    1912.713      39.213      32.729
   365    12    31  2003   10240    corn                     9580.897    4311.404     167.666      23.952
   365    12    31  2003   10241    soyb                     4250.885    1912.898      39.210      32.732
   365    12    31  2003   10241    corn                     9577.463    4309.858     167.606      23.944
   365    12    31  2003   10242    soyb                     4023.925    1810.766      49.343      30.984
   365    12    31  2003   10242    corn                     8497.961    3824.082     148.714      21.245
   365    12    31  2003   10243    soyb                     4393.549    1977.097      95.928      33.830
   365    12    31  2003   10243    corn                    12228.032    5502.614     213.991      30.570
   365    12    31  2003   10244    soyb                     4327.505    1947.377     189.611      33.322
   365    12    31  2003   10244    corn                    11164.860    5024.187     195.385      27.912
   365    12    31  2003   10245    soyb                     4052.851    1823.783      49.660      31.207
   365    12    31  2003   10245    corn                     8565.880    3854.646     149.903      21.415
   365    12    31  2003   10246    soyb                     4098.623    1844.380      34.141      31.559
   365    12    31  2003   10246    corn                     9811.990    4415.396     171.710      24.530
   365    12    31  2003   10247    soyb                     4429.604    1993.321     168.008      34.108
   365    12    31  2003   10247    corn                    10195.729    4588.078     178.425      25.489
   365    12    31  2003   10248    soyb                     4076.556    1834.450      54.613      31.389
   365    12    31  2003   10248    corn                     8902.076    4005.934     155.786      22.255
   365    12    31  2003   10249    soyb                     4249.666    1912.350      39.210      32.722
   365    12    31  2003   10249    corn                     9579.231    4310.654     167.637      23.948
   365    12    31  2003   10250    soyb                     4076.586    1834.464      54.613      31.390
   365    12    31  2003   10250    corn                     8902.091    4005.941     155.787      22.255
   365    12    31  2003   10251    soyb                     4428.304    1992.736     167.985      34.098
   365    12    31  2003   10251    corn                    10155.892    4570.151     177.728      25.390
   365    12    31  2003   10252    soyb                     4250.087    1912.539      39.174      32.726
   365    12    31  2003   10252    corn                     9503.418    4276.538     166.310      23.759
   365    12    31  2003   10253    soyb                     4097.320    1843.794      34.142      31.549
   365    12    31  2003   10253    corn                     9780.534    4401.240     171.159      24.451
   365    12    31  2003   10254    soyb                     3755.491    1689.971     103.239      28.917
   365    12    31  2003   10254    corn                     9421.811    4239.814     164.882      23.555
   365    12    31  2003   10255    soyb                     4075.798    1834.109      54.589      31.384
   365    12    31  2003   10255    corn                     8878.979    3995.540     155.382      22.197
   365    12    31  2003   10256    soyb                     4392.030    1976.413      95.919      33.819
   365    12    31  2003   10256    corn                    12103.807    5446.713     211.817      30.260
   365    12    31  2003   10257    soyb                     4431.549    1994.197     168.054      34.123
   365    12    31  2003   10257    corn                    10231.804    4604.312     179.057      25.580
   365    12    31  2003   10258    soyb                     4429.000    1993.050     168.035      34.103
   365    12    31  2003   10258    corn                    10201.451    4590.653     178.525      25.504
   365    12    31  2003   10259    soyb                     4000.713    1800.321      42.485      30.805
   365    12    31  2003   10259    corn                     8057.477    3625.865     141.006      20.144
   365    12    31  2003   10260    soyb                     4450.881    2002.896     200.781      34.272
   365    12    31  2003   10260    corn                    13234.790    5955.656     231.609      33.087
   365    12    31  2003   10261    soyb                     4475.114    2013.801     203.859      34.458
   365    12    31  2003   10261    corn                    13688.811    6159.964     239.554      34.222
   365    12    31  2003   10262    soyb                     4400.934    1980.420      95.974      33.887
   365    12    31  2003   10262    corn                    12422.616    5590.177     217.396      31.057
   365    12    31  2003   10263    soyb                     4377.166    1969.724      95.586      33.704
   365    12    31  2003   10263    corn                    12078.033    5435.115     211.366      30.195
   365    12    31  2003   10264    soyb                     4098.104    1844.147      34.141      31.555
   365    12    31  2003   10264    corn                     9859.598    4436.819     172.543      24.649
   365    12    31  2003   10265    soyb                     4197.913    1889.061      92.379      32.324
   365    12    31  2003   10265    corn                     9619.284    4328.678     168.337      24.048
   365    12    31  2003   10266    soyb                     4171.176    1877.029      53.067      32.118
   365    12    31  2003   10266    corn                     8886.796    3999.058     155.519      22.217
   365    12    31  2003   10267    soyb                     4402.268    1981.020      95.967      33.897
   365    12    31  2003   10267    corn                    12478.071    5615.132     218.366      31.195
   365    12    31  2003   10268    soyb                     4395.318    1977.893      95.936      33.844
   365    12    31  2003   10268    corn                    12281.000    5526.450     214.917      30.702
   365    12    31  2003   10269    soyb                     4475.104    2013.797     203.872      34.458
   365    12    31  2003   10269    corn                    13686.891    6159.101     239.521      34.217
   365    12    31  2003   10270    soyb                     4099.310    1844.689      34.171      31.565
   365    12    31  2003   10270    corn                     9857.874    4436.043     172.513      24.645
   365    12    31  2003   10271    soyb                     4353.693    1959.162     191.618      33.523
   365    12    31  2003   10271    corn                    11399.851    5129.933     199.497      28.500
   365    12    31  2003   10272    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10273    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10274    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10275    soyb                     4402.218    1980.998      95.981      33.897
   365    12    31  2003   10275    corn                    12525.594    5636.517     219.198      31.314
   365    12    31  2003   10276    soyb                     4496.082    2023.237     205.861      34.620
   365    12    31  2003   10276    corn                    14055.078    6324.785     245.964      35.138
   365    12    31  2003   10277    soyb                     4075.807    1834.113      54.589      31.384
   365    12    31  2003   10277    corn                     8878.960    3995.531     155.382      22.197
   365    12    31  2003   10278    soyb                     4327.524    1947.386     189.602      33.322
   365    12    31  2003   10278    corn                    11165.007    5024.253     195.388      27.913
   365    12    31  2003   10279    soyb                     4075.831    1834.124      54.612      31.384
   365    12    31  2003   10279    corn                     8901.997    4005.898     155.785      22.255
   365    12    31  2003   10280    soyb                     4392.333    1976.549      95.921      33.821
   365    12    31  2003   10280    corn                    12183.006    5482.353     213.203      30.458
   365    12    31  2003   10281    soyb                     4436.620    1996.479     310.120      34.162
   365    12    31  2003   10281    corn                    13869.791    6241.406     242.721      34.674
   365    12    31  2003   10282    soyb                     3391.509    1526.179      54.492      26.115
   365    12    31  2003   10283    soyb                     4400.388    1980.175      95.962      33.883
   365    12    31  2003   10283    corn                    12394.836    5577.676     216.910      30.987
   365    12    31  2003   10284    soyb                     4431.231    1994.054     168.062      34.120
   365    12    31  2003   10284    corn                    10246.289    4610.830     179.310      25.616
   365    12    31  2003   10285    soyb                     4198.051    1889.123      39.058      32.325
   365    12    31  2003   10285    corn                     9568.945    4306.025     167.457      23.922
   365    12    31  2003   10286    soyb                     3474.106    1563.348      97.629      26.751
   365    12    31  2003   10286    corn                     8448.933    3802.020     147.856      21.122
   365    12    31  2003   10287    alfa                     3979.453    1825.839      54.664      12.833
   365    12    31  2003   10288    alfa                     4005.148    1837.568       8.485      12.926
   365    12    31  2003   10289    alfa                     3034.971    1392.643      41.105       9.696
   365    12    31  2003   10290    wwht                     1545.665     695.549      32.526       2.928
   365    12    31  2003   10290    soyb                      788.122     354.655      55.090       6.069
   365    12    31  2003   10291    wwht                     1622.258     730.016      34.139       3.083
   365    12    31  2003   10291    soyb                      577.319     259.794      40.355       4.445
   365    12    31  2003   10292    soyb                     4075.956    1834.180      54.615      31.385
   365    12    31  2003   10292    corn                     8902.315    4006.042     155.791      22.256
   365    12    31  2003   10293    soyb                     4077.344    1834.805      54.613      31.396
   365    12    31  2003   10293    corn                     8902.047    4005.921     155.786      22.255
   365    12    31  2003   10294    soyb                     4327.479    1947.366     189.589      33.322
   365    12    31  2003   10294    corn                    11163.391    5023.526     195.359      27.908
   365    12    31  2003   10295    soyb                     4327.545    1947.396     189.606      33.322
   365    12    31  2003   10295    corn                    11163.908    5023.759     195.368      27.910
   365    12    31  2003   10296    soyb                     4228.204    1902.692     182.887      32.557
   365    12    31  2003   10296    corn                    10288.692    4629.912     180.052      25.722
   365    12    31  2003   10297    soyb                     4327.533    1947.390     189.617      33.322
   365    12    31  2003   10297    corn                    11165.082    5024.287     195.389      27.913
   365    12    31  2003   10298    soyb                     3755.545    1689.995     103.228      28.918
   365    12    31  2003   10298    corn                     9422.874    4240.293     164.900      23.557
   365    12    31  2003   10299    soyb                     4097.685    1843.958      34.170      31.552
   365    12    31  2003   10299    corn                     9896.260    4453.316     173.185      24.741
   365    12    31  2003   10300    soyb                     4249.192    1912.136      39.212      32.719
   365    12    31  2003   10300    corn                     9578.917    4310.512     167.631      23.947
   365    12    31  2003   10301    soyb                     4327.492    1947.371     189.616      33.322
   365    12    31  2003   10301    corn                    11164.756    5024.140     195.383      27.912
   365    12    31  2003   10302    corn                    13529.899    6088.455     226.221      33.825
   365    12    31  2003   10303    corn                    13504.355    6076.959     224.667      33.761
   365    12    31  2003   10304    corn                    13978.453    6290.304     244.623      34.946
   365    12    31  2003   10305    corn                    13484.578    6068.060     235.980      33.711
   365    12    31  2003   10306    corn                    12263.137    5518.412     214.605      30.658
   365    12    31  2003   10307    corn                    13419.125    6038.606     234.835      33.548
   365    12    31  2003   10308    soyb                     4097.479    1843.865      34.141      31.551
   365    12    31  2003   10308    corn                     9812.564    4415.654     171.720      24.531
   365    12    31  2003   10309    soyb                     4278.149    1925.167      38.915      32.942
   365    12    31  2003   10309    corn                     9789.127    4405.107     171.310      24.473
   365    12    31  2003   10310    soyb                     4445.036    2000.266     197.603      34.227
   365    12    31  2003   10310    corn                    11915.650    5362.042     208.524      29.789
   365    12    31  2003   10311    soyb                     4099.865    1844.939      34.169      31.569
   365    12    31  2003   10311    corn                     9943.801    4474.710     174.017      24.860
   365    12    31  2003   10312    soyb                     4250.576    1912.759      39.180      32.729
   365    12    31  2003   10312    corn                     9505.605    4277.522     166.348      23.764
   365    12    31  2003   10313    soyb                     4475.124    2013.806     203.873      34.458
   365    12    31  2003   10313    corn                    13697.669    6163.951     239.709      34.244
   365    12    31  2003   10314    soyb                     3669.345    1651.205      46.721      28.254
   365    12    31  2003   10314    corn                     9419.088    4238.589     164.834      23.548
   365    12    31  2003   10315    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10316    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10317    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10318    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10319    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10320    fesc                        0.000       0.000       0.000       0.000
   365    12    31  2003   10321    frsd                        0.000       0.000       0.000       0.000
   365    12    31  2003   10322    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2003   10323    corn                    14645.697    6590.564     256.300      36.614
   365    12    31  2003   10323    soyb                     2798.274    1259.223     114.073      21.547
   365    12    31  2003   10324    corn                    15508.760    6978.941     271.403      38.772
   365    12    31  2003   10324    soyb                     2662.549    1198.147     112.712      20.502
   365    12    31  2003   10325    corn                    15572.910    7007.810     272.526      38.932
   365    12    31  2003   10325    soyb                     2705.590    1217.515     112.870      20.833
   365    12    31  2003   10326    corn                    15233.078    6854.885     266.579      38.083
   365    12    31  2003   10326    soyb                     2566.528    1154.938      35.523      19.762
   365    12    31  2003   10327    corn                    15573.130    7007.908     272.530      38.933
   365    12    31  2003   10327    soyb                     2705.916    1217.662     112.892      20.836
